时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-17 05:36:07,主世界,weiheping,5126,74,5355,玩家死亡,,,,,
2023-08-17 05:36:07,,weiheping,,,,离开服务器,,,,,
2023-08-17 05:36:07,主世界,weiheping,-28,72,452,进入服务器,,,,,xuid=-5620640133391124910
2023-08-17 09:05:18,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-17 09:05:22,主世界,zzyictrl,-250,195,978,进入服务器,,,,,xuid=2535458195960794
2023-08-17 09:05:50,主世界,zzyictrl,-157,65,736,打开容器,minecraft:chest,-156,63,735,
2023-08-17 09:05:50,主世界,zzyictrl,-157,65,736,方块接受玩家互动,minecraft:chest,-156,63,735,
2023-08-17 09:05:56,主世界,zzyictrl,-157,65,736,关闭容器,minecraft:chest,-156,63,735,
2023-08-17 09:05:58,主世界,zzyictrl,-157,65,737,打开容器,minecraft:undyed_shulker_box,-161,63,735,
2023-08-17 09:05:58,主世界,zzyictrl,-157,65,737,方块接受玩家互动,minecraft:undyed_shulker_box,-161,63,735,
2023-08-17 09:05:59,主世界,zzyictrl,-157,65,737,关闭容器,minecraft:undyed_shulker_box,-161,63,735,
2023-08-17 09:06:00,主世界,zzyictrl,-158,65,740,打开容器,minecraft:chest,-161,63,741,
2023-08-17 09:06:00,主世界,zzyictrl,-158,65,740,方块接受玩家互动,minecraft:chest,-161,63,741,
2023-08-17 09:06:07,主世界,zzyictrl,-158,65,740,关闭容器,minecraft:chest,-161,63,741,
2023-08-17 09:06:08,主世界,zzyictrl,-158,65,741,打开容器,minecraft:chest,-161,63,742,
2023-08-17 09:06:08,主世界,zzyictrl,-158,65,741,方块接受玩家互动,minecraft:chest,-161,63,742,
2023-08-17 09:06:09,主世界,zzyictrl,-158,65,742,关闭容器,minecraft:chest,-161,63,742,
2023-08-17 09:06:09,主世界,zzyictrl,-158,65,742,打开容器,minecraft:chest,-161,63,743,
