时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-28 10:09:30,,zhuan jiao2490,,,,开始进服,,,,,xuid=2535434519842113
2023-07-28 10:09:39,主世界,zhuan jiao2490,175,14,-118,进入服务器,,,,,xuid=2535434519842113
2023-07-28 10:10:15,主世界,zhuan jiao2490,145,79,-134,使用物品,鞘翅,,,,类型：minecraft:elytra
2023-07-28 10:10:16,主世界,zhuan jiao2490,145,81,-134,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-28 10:10:22,主世界,zhuan jiao2490,30,112,-132,使用物品,钻石胸甲,,,,类型：minecraft:netherite_chestplate
2023-07-28 10:10:29,,zhuan jiao2490,,,,离开服务器,,,,,
2023-07-28 11:27:51,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-07-28 11:27:55,主世界,zzyictrl,-251,195,1002,进入服务器,,,,,xuid=2535458195960794
2023-07-28 11:28:06,主世界,zzyictrl,-249,195,999,放置方块,minecraft:glowstone,-249,198,1002,
2023-07-28 11:28:09,主世界,zzyictrl,-249,195,999,打开容器,minecraft:undyed_shulker_box,-249,197,1002,
2023-07-28 11:28:09,主世界,zzyictrl,-249,195,999,方块接受玩家互动,minecraft:undyed_shulker_box,-249,197,1002,
2023-07-28 11:28:10,主世界,zzyictrl,-249,195,999,关闭容器,minecraft:undyed_shulker_box,-249,197,1002,
2023-07-28 11:29:22,主世界,zzyictrl,-245,195,995,方块接受玩家互动,minecraft:frame,-245,193,995,
2023-07-28 11:29:23,主世界,zzyictrl,-246,195,996,打开容器,minecraft:chest,-244,193,996,
2023-07-28 11:29:23,主世界,zzyictrl,-246,195,996,方块接受玩家互动,minecraft:chest,-244,193,996,
2023-07-28 11:29:25,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第0号槽 放入1个 Shulker Box
2023-07-28 11:29:26,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第1号槽 放入1个 Shulker Box
2023-07-28 11:29:26,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第2号槽 放入1个 Shulker Box
2023-07-28 11:29:27,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第3号槽 放入1个 Shulker Box
2023-07-28 11:29:28,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第4号槽 放入1个 Shulker Box
2023-07-28 11:29:28,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第5号槽 放入1个 Shulker Box
2023-07-28 11:29:29,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第6号槽 放入1个 Shulker Box
2023-07-28 11:29:30,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第7号槽 放入1个 Shulker Box
2023-07-28 11:29:30,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第8号槽 放入1个 Shulker Box
2023-07-28 11:29:31,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第9号槽 放入1个 Shulker Box
2023-07-28 11:29:31,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第10号槽 放入1个 Shulker Box
2023-07-28 11:29:39,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第11号槽 放入1个 Shulker Box
2023-07-28 11:29:40,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第12号槽 放入1个 Shulker Box
2023-07-28 11:29:40,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第13号槽 放入1个 Shulker Box
2023-07-28 11:29:41,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第14号槽 放入1个 Shulker Box
2023-07-28 11:29:41,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第15号槽 放入1个 Shulker Box
2023-07-28 11:29:49,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第16号槽 放入1个 Shulker Box
2023-07-28 11:29:49,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第17号槽 放入1个 Shulker Box
2023-07-28 11:29:50,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第18号槽 放入1个 Shulker Box
2023-07-28 11:29:50,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第19号槽 放入1个 Shulker Box
2023-07-28 11:29:51,主世界,zzyictrl,-246,195,996,容器 放入物品,minecraft:chest,-244,193,996,从第20号槽 放入1个 Shulker Box
2023-07-28 11:29:53,主世界,zzyictrl,-246,195,996,关闭容器,minecraft:chest,-244,193,996,
2023-07-28 11:29:56,主世界,zzyictrl,-250,195,1001,放置方块,minecraft:glowstone,-250,198,1001,
2023-07-28 11:30:05,主世界,zzyictrl,-247,195,989,使用物品,Cooked Beef,,,,类型：minecraft:cooked_beef
2023-07-28 11:30:05,主世界,zzyictrl,-247,195,989,进食,Cooked Beef,,,,
2023-07-28 11:30:07,主世界,zzyictrl,-247,195,988,使用物品,Cooked Beef,,,,类型：minecraft:cooked_beef
2023-07-28 11:30:07,主世界,zzyictrl,-247,195,988,进食,Cooked Beef,,,,
2023-07-28 11:30:08,主世界,zzyictrl,-247,195,986,使用物品,Cooked Beef,,,,类型：minecraft:cooked_beef
2023-07-28 11:30:08,主世界,zzyictrl,-247,195,986,进食,Cooked Beef,,,,
2023-07-28 11:30:09,主世界,zzyictrl,-247,195,985,使用物品,Cooked Beef,,,,类型：minecraft:cooked_beef
2023-07-28 11:30:14,主世界,zzyictrl,-247,199,976,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-28 11:30:31,主世界,zzyictrl,90,135,730,打开容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:31,主世界,zzyictrl,90,135,730,方块接受玩家互动,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:32,主世界,zzyictrl,90,135,730,关闭容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:33,主世界,zzyictrl,90,135,730,打开容器,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:33,主世界,zzyictrl,90,135,730,方块接受玩家互动,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:34,主世界,zzyictrl,90,135,730,关闭容器,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:34,主世界,zzyictrl,89,135,731,打开容器,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:34,主世界,zzyictrl,89,135,731,方块接受玩家互动,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:36,主世界,zzyictrl,89,135,731,关闭容器,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:36,主世界,zzyictrl,89,135,731,打开容器,minecraft:undyed_shulker_box,88,132,730,
2023-07-28 11:30:36,主世界,zzyictrl,89,135,731,方块接受玩家互动,minecraft:undyed_shulker_box,88,132,730,
2023-07-28 11:30:37,主世界,zzyictrl,89,135,731,关闭容器,minecraft:undyed_shulker_box,88,132,730,
2023-07-28 11:30:38,主世界,zzyictrl,90,135,731,打开容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:38,主世界,zzyictrl,90,135,731,方块接受玩家互动,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:40,主世界,zzyictrl,90,135,731,关闭容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:40,主世界,zzyictrl,90,135,731,打开容器,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:40,主世界,zzyictrl,90,135,731,方块接受玩家互动,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:41,主世界,zzyictrl,90,135,731,关闭容器,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:47,主世界,zzyictrl,90,135,731,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:30:47,主世界,zzyictrl,90,135,731,破坏方块,minecraft:undyed_shulker_box,90,132,730,
2023-07-28 11:30:47,主世界,zzyictrl,90,134,731,捡起物品,Shulker Box,91,132,730,1个
2023-07-28 11:30:48,主世界,zzyictrl,90,134,731,打开容器,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:48,主世界,zzyictrl,90,134,731,方块接受玩家互动,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:50,主世界,zzyictrl,90,134,731,关闭容器,minecraft:undyed_shulker_box,89,132,730,
2023-07-28 11:30:50,主世界,zzyictrl,91,135,729,打开容器,minecraft:undyed_shulker_box,90,132,729,
2023-07-28 11:30:50,主世界,zzyictrl,91,135,729,方块接受玩家互动,minecraft:undyed_shulker_box,90,132,729,
2023-07-28 11:30:52,主世界,zzyictrl,91,135,730,关闭容器,minecraft:undyed_shulker_box,90,132,729,
2023-07-28 11:30:53,主世界,zzyictrl,91,135,730,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:30:53,主世界,zzyictrl,91,135,730,破坏方块,minecraft:undyed_shulker_box,90,132,729,
2023-07-28 11:30:53,主世界,zzyictrl,90,134,730,捡起物品,Shulker Box,90,132,730,1个
2023-07-28 11:30:54,主世界,zzyictrl,92,135,730,打开容器,minecraft:shulker_box,91,132,729,
2023-07-28 11:30:54,主世界,zzyictrl,92,135,730,方块接受玩家互动,minecraft:shulker_box,91,132,729,
2023-07-28 11:30:56,主世界,zzyictrl,92,135,730,关闭容器,minecraft:shulker_box,91,132,729,
2023-07-28 11:30:56,主世界,zzyictrl,92,135,730,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:30:57,主世界,zzyictrl,92,135,729,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:30:57,主世界,zzyictrl,92,135,729,破坏方块,minecraft:shulker_box,91,132,729,
2023-07-28 11:30:58,主世界,zzyictrl,92,134,729,捡起物品,Lime Shulker Box,90,133,730,1个
2023-07-28 11:30:59,主世界,zzyictrl,91,135,730,打开容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:30:59,主世界,zzyictrl,91,135,730,方块接受玩家互动,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:31:00,主世界,zzyictrl,91,135,730,关闭容器,minecraft:undyed_shulker_box,91,132,730,
2023-07-28 11:31:01,主世界,zzyictrl,92,134,730,打开容器,minecraft:undyed_shulker_box,91,132,728,
2023-07-28 11:31:01,主世界,zzyictrl,92,134,730,方块接受玩家互动,minecraft:undyed_shulker_box,91,132,728,
2023-07-28 11:31:03,主世界,zzyictrl,92,134,730,关闭容器,minecraft:undyed_shulker_box,91,132,728,
2023-07-28 11:31:03,主世界,zzyictrl,92,134,730,打开容器,minecraft:undyed_shulker_box,90,132,728,
2023-07-28 11:31:03,主世界,zzyictrl,92,134,730,方块接受玩家互动,minecraft:undyed_shulker_box,90,132,728,
2023-07-28 11:31:04,主世界,zzyictrl,92,134,730,关闭容器,minecraft:undyed_shulker_box,90,132,728,
2023-07-28 11:31:05,主世界,zzyictrl,93,134,727,打开容器,minecraft:undyed_shulker_box,89,132,727,
2023-07-28 11:31:05,主世界,zzyictrl,92,134,727,方块接受玩家互动,minecraft:undyed_shulker_box,89,132,727,
2023-07-28 11:31:06,主世界,zzyictrl,92,134,727,关闭容器,minecraft:undyed_shulker_box,89,132,727,
2023-07-28 11:31:07,主世界,zzyictrl,90,134,726,打开容器,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:07,主世界,zzyictrl,90,134,726,方块接受玩家互动,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:12,主世界,zzyictrl,90,134,726,关闭容器,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:13,主世界,zzyictrl,89,134,725,打开容器,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:13,主世界,zzyictrl,89,134,725,方块接受玩家互动,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:14,主世界,zzyictrl,89,134,725,关闭容器,minecraft:undyed_shulker_box,88,132,727,
2023-07-28 11:31:14,主世界,zzyictrl,88,134,725,打开容器,minecraft:undyed_shulker_box,87,132,727,
2023-07-28 11:31:14,主世界,zzyictrl,88,134,725,方块接受玩家互动,minecraft:undyed_shulker_box,87,132,727,
2023-07-28 11:31:15,主世界,zzyictrl,88,134,725,关闭容器,minecraft:undyed_shulker_box,87,132,727,
2023-07-28 11:31:16,主世界,zzyictrl,88,134,725,打开容器,minecraft:undyed_shulker_box,86,132,727,
2023-07-28 11:31:16,主世界,zzyictrl,88,134,725,方块接受玩家互动,minecraft:undyed_shulker_box,86,132,727,
2023-07-28 11:31:17,主世界,zzyictrl,88,134,725,关闭容器,minecraft:undyed_shulker_box,86,132,727,
2023-07-28 11:31:17,主世界,zzyictrl,88,134,725,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:31:18,主世界,zzyictrl,88,134,725,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-07-28 11:31:18,主世界,zzyictrl,88,134,725,破坏方块,minecraft:undyed_shulker_box,86,132,727,
2023-07-28 11:31:19,主世界,zzyictrl,86,134,726,捡起物品,Shulker Box,86,132,728,1个
