时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-07 08:55:00,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-08-07 08:55:08,,DHYXH,,,,离开服务器,,,,,
2023-08-07 08:55:53,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-08-07 08:55:58,主世界,DHYXH,-248,195,998,进入服务器,,,,,xuid=2535439591015631
2023-08-07 08:56:36,,DHYXH,,,,离开服务器,,,,,
2023-08-07 09:00:08,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-08-07 09:00:15,主世界,DHYXH,-249,195,994,进入服务器,,,,,xuid=2535439591015631
2023-08-07 09:00:41,主世界,DHYXH,-255,205,996,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-07 09:00:56,主世界,DHYXH,-217,68,824,方块接受玩家互动,minecraft:wooden_button,-219,69,822,
2023-08-07 09:01:00,主世界,DHYXH,-221,70,823,方块接受玩家互动,minecraft:lever,-221,68,820,
2023-08-07 09:01:02,主世界,DHYXH,-221,70,822,方块接受玩家互动,minecraft:lever,-221,68,824,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-221,109,832,活塞推动,minecraft:observer,-221,110,832,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-228,109,832,活塞推动,minecraft:observer,-228,110,832,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,825,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,825,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,826,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,826,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,825,
2023-08-07 09:01:04,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,825,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,826,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,826,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,825,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,825,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,826,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-221,108,827,活塞推动,minecraft:observer,-221,108,826,
2023-08-07 09:01:05,主世界,minecraft:sticky_piston,-228,108,827,活塞推动,minecraft:observer,-228,108,825,
