时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-17 11:36:51,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-17 11:36:55,主世界,DHYXH,91,114,-163,进入服务器,,,,,xuid=2535439591015631
2023-07-17 11:37:04,主世界,DHYXH,88,82,-146,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:38:22,主世界,DHYXH,-70,72,-106,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:38:27,主世界,DHYXH,-173,89,-136,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:38:30,主世界,DHYXH,-225,93,-160,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:38:44,主世界,DHYXH,-208,90,-7,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:38:49,主世界,DHYXH,-126,120,-46,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:38:49,主世界,DHYXH,-126,120,-46,进食,Golden Carrot,,,,
2023-07-17 11:38:50,主世界,DHYXH,-89,112,-62,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:38:54,主世界,DHYXH,-6,98,-113,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:39:05,主世界,DHYXH,-6,123,93,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:39:29,主世界,DHYXH,-163,71,622,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:39:34,主世界,DHYXH,-185,69,771,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:39:37,主世界,DHYXH,-202,117,831,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-17 11:40:00,主世界,DHYXH,-240,203,1003,放置方块,minecraft:grass,-244,200,1004,
2023-07-17 11:40:02,主世界,DHYXH,-246,203,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:40:02,主世界,DHYXH,-246,203,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:40:03,主世界,DHYXH,-246,203,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:40:03,主世界,DHYXH,-246,203,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:40:04,主世界,DHYXH,-246,203,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-17 11:40:21,主世界,DHYXH,-262,205,987,放置方块,minecraft:stone_block_slab,-262,202,987,
2023-07-17 11:40:21,主世界,DHYXH,-262,205,987,放置方块,minecraft:stone_block_slab,-262,202,987,
2023-07-17 11:40:38,,DHYXH,,,,离开服务器,,,,,
2023-07-17 15:41:46,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-17 15:41:51,主世界,DHYXH,-256,205,988,进入服务器,,,,,xuid=2535439591015631
2023-07-17 15:44:21,主世界,DHYXH,-247,195,988,玩家执行命令,tp DHYXH weiheping ,,,,
2023-07-17 15:45:33,主世界,DHYXH,5126,73,5371,切换维度,前往下界,,,,
2023-07-17 15:45:39,下界,DHYXH,638,117,668,捡起物品,Lead,638,115,668,1个
2023-07-17 15:45:53,下界,DHYXH,638,117,630,攻击,Trader Llama,637,115,629,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:45:54,下界,DHYXH,637,117,630,攻击,Trader Llama,637,116,625,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:45:56,下界,DHYXH,638,118,617,攻击,Trader Llama,637,115,617,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:45:56,下界,Trader Llama,637,115,617,生物死亡,,,,,由于DHYXH的攻击
2023-07-17 15:45:58,下界,DHYXH,638,117,616,捡起物品,Leather,637,115,617,2个
2023-07-17 15:46:00,下界,DHYXH,638,118,633,攻击,Trader Llama,638,115,634,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:01,下界,DHYXH,638,117,634,攻击,Trader Llama,637,116,638,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:01,下界,Trader Llama,637,116,638,生物死亡,,,,,由于DHYXH的攻击
2023-07-17 15:46:01,下界,DHYXH,638,117,636,攻击,Trader Llama,639,115,635,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:03,下界,DHYXH,639,118,631,攻击,Trader Llama,639,115,629,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:03,下界,Trader Llama,639,115,629,生物死亡,,,,,由于DHYXH的攻击
2023-07-17 15:46:07,下界,DHYXH,638,117,634,攻击,Trader Llama,637,115,634,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:09,下界,DHYXH,638,117,636,攻击,Trader Llama,639,115,633,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:09,下界,DHYXH,638,117,635,攻击,Trader Llama,639,116,629,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:11,下界,Llama Spit,,,,弹射物击中,Trader Llama,638,115,642,
2023-07-17 15:46:11,下界,DHYXH,639,117,637,攻击,Trader Llama,637,115,638,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:12,下界,DHYXH,638,117,638,攻击,Trader Llama,639,115,640,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:12,下界,DHYXH,638,117,639,攻击,Trader Llama,637,116,643,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:12,下界,DHYXH,638,117,639,攻击,Trader Llama,639,116,644,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:13,下界,DHYXH,638,117,640,攻击,Trader Llama,639,115,641,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:13,下界,DHYXH,638,117,640,攻击,Cow,637,115,640,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:13,下界,Cow,637,115,640,生物死亡,,,,,由于DHYXH的攻击
2023-07-17 15:46:13,下界,DHYXH,638,117,640,捡起物品,Leather,637,115,640,2个
2023-07-17 15:46:13,下界,DHYXH,638,117,640,捡起物品,Cooked Beef,637,115,640,4个
2023-07-17 15:46:14,下界,DHYXH,639,117,641,攻击,Trader Llama,639,115,642,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:14,下界,Llama Spit,,,,弹射物击中,DHYXH,638,117,641,
2023-07-17 15:46:14,下界,DHYXH,639,117,642,攻击,Trader Llama,638,116,647,使用物品：钻石剑 类型：minecraft:diamond_sword
2023-07-17 15:46:15,下界,DHYXH,638,117,644,攻击,Trader Llama,639,115,645,使用物品：钻石剑 类型：minecraft:diamond_sword
