时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-03 18:59:25,主世界,weiheping,-28,72,452,进入服务器,,,,,xuid=-5991349454200048215
2023-08-03 21:50:18,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-03 21:50:21,主世界,zzyictrl,-159,65,726,进入服务器,,,,,xuid=2535458195960794
2023-08-03 21:50:33,主世界,zzyictrl,-128,66,714,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:50:36,主世界,zzyictrl,-67,94,730,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:50:41,主世界,zzyictrl,18,158,715,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:05,主世界,zzyictrl,-141,78,717,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:07,主世界,zzyictrl,-193,83,685,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:09,主世界,zzyictrl,-224,109,699,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:13,主世界,zzyictrl,-225,127,790,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:17,主世界,zzyictrl,-218,115,935,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:21,主世界,zzyictrl,-215,130,1042,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:40,主世界,zzyictrl,-194,108,1529,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-03 21:51:50,主世界,zzyictrl,-116,123,1651,方块接受玩家互动,minecraft:wooden_door,-117,122,1650,
2023-08-03 21:51:53,主世界,zzyictrl,-116,123,1649,打开容器,minecraft:chest,-113,121,1649,
2023-08-03 21:51:53,主世界,zzyictrl,-116,123,1649,容器 放入物品,minecraft:chest,-113,121,1649,从第20号槽 放入1个 Apple
2023-08-03 21:51:53,主世界,zzyictrl,-116,123,1649,容器 放入物品,minecraft:chest,-113,121,1649,从第17号槽 放入2个 Apple
2023-08-03 21:51:53,主世界,zzyictrl,-116,123,1649,容器 放入物品,minecraft:chest,-113,121,1649,从第9号槽 放入2个 Apple
2023-08-03 21:51:53,主世界,zzyictrl,-116,123,1649,容器 放入物品,minecraft:chest,-113,121,1649,从第26号槽 放入2个 Apple
