时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-06 07:39:31,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-06 07:39:35,主世界,zzyictrl,181,128,131,进入服务器,,,,,xuid=2535458195960794
2023-08-06 07:39:46,主世界,zzyictrl,197,132,124,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:39:51,主世界,zzyictrl,85,143,89,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:39:54,主世界,zzyictrl,-1,136,104,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:41:09,主世界,zzyictrl,-144,66,737,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:41:13,主世界,zzyictrl,-81,114,719,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:41:31,主世界,zzyictrl,155,125,583,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-06 07:41:50,,zzyictrl,,,,离开服务器,,,,,
2023-08-06 13:17:52,,CaffeTEA4528,,,,开始进服,,,,,xuid=2535471241308674
2023-08-06 13:17:54,主世界,CaffeTEA4528,-104,-56,117,进入服务器,,,,,xuid=2535471241308674
2023-08-06 13:18:10,主世界,CaffeTEA4528,-105,-55,116,使用物品,Rabbit Stew,,,,类型：minecraft:rabbit_stew
2023-08-06 13:18:10,主世界,CaffeTEA4528,-105,-55,116,进食,Rabbit Stew,,,,
2023-08-06 13:18:12,主世界,CaffeTEA4528,-104,-55,116,使用物品,Bowl,,,,类型：minecraft:bowl
2023-08-06 13:18:16,主世界,CaffeTEA4528,-110,-55,114,丢出物品,Bowl,,,,1
2023-08-06 13:18:29,主世界,CaffeTEA4528,-111,-55,115,使用物品,Diamond Pickaxe,,,,类型：minecraft:diamond_pickaxe
2023-08-06 13:18:30,主世界,CaffeTEA4528,-111,-55,115,破坏方块,minecraft:deepslate,-111,-54,114,
2023-08-06 13:18:30,主世界,CaffeTEA4528,-111,-55,115,捡起物品,Cobbled Deepslate,-111,-55,115,1个
2023-08-06 13:18:31,主世界,CaffeTEA4528,-111,-55,115,破坏方块,minecraft:deepslate,-111,-53,114,
2023-08-06 13:18:31,主世界,CaffeTEA4528,-111,-55,115,捡起物品,Cobbled Deepslate,-110,-55,114,1个
2023-08-06 13:18:32,主世界,CaffeTEA4528,-111,-55,115,破坏方块,minecraft:deepslate,-111,-52,114,
2023-08-06 13:18:32,主世界,CaffeTEA4528,-111,-55,115,捡起物品,Cobbled Deepslate,-110,-55,115,1个
2023-08-06 13:18:45,主世界,CaffeTEA4528,-111,-55,115,玩家执行命令,loddy,,,,
2023-08-06 13:18:48,主世界,CaffeTEA4528,-104,-56,118,捡起物品,Cobbled Deepslate,-104,-58,118,4个
2023-08-06 13:19:06,主世界,CaffeTEA4528,-112,-58,115,使用物品,Diamond Pickaxe,,,,类型：minecraft:diamond_pickaxe
2023-08-06 13:19:07,主世界,CaffeTEA4528,-112,-58,115,破坏方块,minecraft:deepslate,-112,-59,115,
2023-08-06 13:19:07,主世界,CaffeTEA4528,-112,-58,115,捡起物品,Cobbled Deepslate,-111,-59,116,1个
2023-08-06 13:19:08,主世界,CaffeTEA4528,-112,-58,115,放置方块,minecraft:deepslate,-112,-59,114,
2023-08-06 13:19:18,主世界,CaffeTEA4528,-111,-61,115,玩家死亡,,,,,
2023-08-06 13:19:20,主世界,CaffeTEA4528,-111,-61,115,重生,,,,,
2023-08-06 13:19:57,主世界,CaffeTEA4528,18,74,339,打开容器,minecraft:chest,19,72,341,
2023-08-06 13:19:57,主世界,CaffeTEA4528,18,74,339,方块接受玩家互动,minecraft:chest,19,72,341,
2023-08-06 13:20:02,主世界,CaffeTEA4528,19,74,339,关闭容器,minecraft:chest,19,72,341,
