时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-20 08:27:57,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-20 08:28:02,主世界,DHYXH,-247,195,990,进入服务器,,,,,xuid=2535439591015631
2023-07-20 08:28:26,主世界,DHYXH,-247,195,1003,放置方块,minecraft:smooth_stone,-249,192,1002,
2023-07-20 08:28:26,主世界,DHYXH,-247,195,1003,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-20 08:28:26,主世界,DHYXH,-247,195,1003,打开容器,minecraft:undyed_shulker_box,-249,193,1003,
2023-07-20 08:28:26,主世界,DHYXH,-247,195,1003,方块接受玩家互动,minecraft:undyed_shulker_box,-249,193,1003,
2023-07-20 08:28:28,主世界,DHYXH,-247,195,1003,关闭容器,minecraft:undyed_shulker_box,-249,193,1003,
2023-07-20 08:28:39,主世界,DHYXH,-249,195,1001,打开容器,minecraft:undyed_shulker_box,-252,193,1003,
2023-07-20 08:28:39,主世界,DHYXH,-248,195,1001,方块接受玩家互动,minecraft:undyed_shulker_box,-252,193,1003,
2023-07-20 08:28:40,主世界,DHYXH,-248,195,1001,关闭容器,minecraft:undyed_shulker_box,-252,193,1003,
2023-07-20 08:28:40,主世界,DHYXH,-249,195,1001,打开容器,minecraft:undyed_shulker_box,-250,193,1003,
2023-07-20 08:28:40,主世界,DHYXH,-248,195,1001,方块接受玩家互动,minecraft:undyed_shulker_box,-250,193,1003,
2023-07-20 08:28:40,主世界,DHYXH,-248,195,1001,关闭容器,minecraft:undyed_shulker_box,-250,193,1003,
2023-07-20 08:28:41,主世界,DHYXH,-249,195,1001,打开容器,minecraft:shulker_box,-251,193,1003,
2023-07-20 08:28:41,主世界,DHYXH,-248,195,1001,方块接受玩家互动,minecraft:shulker_box,-251,193,1003,
2023-07-20 08:28:41,主世界,DHYXH,-248,195,1001,关闭容器,minecraft:shulker_box,-251,193,1003,
2023-07-20 08:28:42,主世界,DHYXH,-249,195,1001,放置方块,minecraft:smooth_stone,-248,192,1003,
2023-07-20 08:28:42,主世界,DHYXH,-248,195,1001,使用物品,Golden Carrot,,,,类型：minecraft:golden_carrot
2023-07-20 08:28:42,主世界,DHYXH,-249,195,1001,打开容器,minecraft:undyed_shulker_box,-249,193,1003,
