时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-16 17:14:37,,CaffeTEA4528,,,,开始进服,,,,,xuid=2535471241308674
2023-07-16 17:14:41,主世界,CaffeTEA4528,19,74,343,进入服务器,,,,,xuid=2535471241308674
2023-07-16 17:14:45,主世界,CaffeTEA4528,18,75,342,打开容器,minecraft:chest,19,74,341,
2023-07-16 17:14:45,主世界,CaffeTEA4528,18,75,342,方块接受玩家互动,minecraft:chest,19,74,341,
2023-07-16 17:14:45,主世界,CaffeTEA4528,18,75,342,关闭容器,minecraft:chest,19,74,341,
2023-07-16 17:15:02,主世界,CaffeTEA4528,8,74,332,打开容器,minecraft:chest,11,72,332,
2023-07-16 17:15:02,主世界,CaffeTEA4528,8,74,332,方块接受玩家互动,minecraft:chest,11,72,332,
2023-07-16 17:15:03,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第14号槽 取出1个 Iron Sword
2023-07-16 17:15:04,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第3号槽 取出1个 Bow
2023-07-16 17:15:05,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第4号槽 取出1个 Iron Helmet
2023-07-16 17:15:05,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第16号槽 取出1个 Iron Chestplate
2023-07-16 17:15:08,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第17号槽 取出1个 Enchanted Book
2023-07-16 17:15:09,主世界,CaffeTEA4528,8,74,332,容器 放入物品,minecraft:chest,11,72,332,从第4号槽 放入1个 Iron Helmet
2023-07-16 17:15:09,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第6号槽 取出1个 Iron Helmet
2023-07-16 17:15:10,主世界,CaffeTEA4528,8,74,332,容器 取出物品,minecraft:chest,11,72,332,从第5号槽 取出1个 Iron Helmet
2023-07-16 17:15:13,主世界,CaffeTEA4528,8,74,332,容器 放入物品,minecraft:chest,11,72,332,从第6号槽 放入1个 Iron Helmet
2023-07-16 17:15:15,主世界,CaffeTEA4528,8,74,332,关闭容器,minecraft:chest,11,72,332,
2023-07-16 17:15:16,主世界,CaffeTEA4528,8,74,332,使用物品,Iron Helmet,,,,类型：minecraft:iron_helmet
2023-07-16 17:15:16,主世界,CaffeTEA4528,8,74,332,使用物品,Iron Chestplate,,,,类型：minecraft:iron_chestplate
2023-07-16 17:15:18,主世界,CaffeTEA4528,10,74,333,打开容器,minecraft:chest,11,72,333,
2023-07-16 17:15:18,主世界,CaffeTEA4528,9,74,333,方块接受玩家互动,minecraft:chest,11,72,333,
2023-07-16 17:15:19,主世界,CaffeTEA4528,10,74,333,容器 放入物品,minecraft:chest,11,72,333,从第0号槽 放入1个 Iron Helmet
2023-07-16 17:15:19,主世界,CaffeTEA4528,10,74,333,容器 放入物品,minecraft:chest,11,72,333,从第6号槽 放入9个 Bone
2023-07-16 17:15:21,主世界,CaffeTEA4528,10,74,333,容器 取出物品,minecraft:chest,11,72,333,从第0号槽 取出1个 Iron Helmet
2023-07-16 17:15:24,主世界,CaffeTEA4528,10,74,333,容器 放入物品,minecraft:chest,11,72,333,从第5号槽 放入1个 Iron Helmet
2023-07-16 17:15:24,主世界,CaffeTEA4528,10,74,333,容器 取出物品,minecraft:chest,11,72,333,从第4号槽 取出1个 Iron Helmet
2023-07-16 17:15:27,主世界,CaffeTEA4528,10,74,333,关闭容器,minecraft:chest,11,72,333,
