时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-02 09:06:59,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-02 09:07:03,主世界,zzyictrl,-46,73,813,进入服务器,,,,,xuid=2535458195960794
2023-08-02 09:07:19,主世界,zzyictrl,-36,71,737,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-02 09:07:25,主世界,zzyictrl,38,154,702,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-02 09:07:33,主世界,zzyictrl,100,151,666,放置方块,minecraft:grass,100,149,664,
2023-08-02 09:07:33,主世界,zzyictrl,100,151,666,打开容器,minecraft:ender_chest,100,150,664,
2023-08-02 09:07:33,主世界,zzyictrl,100,151,666,方块接受玩家互动,minecraft:ender_chest,100,150,664,
2023-08-02 09:07:46,主世界,zzyictrl,100,151,666,容器 取出物品,minecraft:ender_chest,100,150,664,从第0号槽 取出1个 Lime Shulker Box
2023-08-02 09:07:47,主世界,zzyictrl,100,151,666,关闭容器,minecraft:ender_chest,100,150,664,
2023-08-02 09:07:48,主世界,zzyictrl,101,152,666,放置方块,minecraft:grass,101,149,665,
2023-08-02 09:07:48,主世界,zzyictrl,102,152,666,打开容器,minecraft:shulker_box,101,150,665,
2023-08-02 09:07:48,主世界,zzyictrl,102,152,666,方块接受玩家互动,minecraft:shulker_box,101,150,665,
2023-08-02 09:07:52,主世界,zzyictrl,102,152,666,关闭容器,minecraft:shulker_box,101,150,665,
2023-08-02 09:07:55,主世界,zzyictrl,102,152,666,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-08-02 09:07:55,主世界,zzyictrl,102,152,666,破坏方块,minecraft:shulker_box,101,150,665,
2023-08-02 09:07:57,主世界,zzyictrl,102,152,665,捡起物品,Lime Shulker Box,102,150,664,1个
2023-08-02 09:07:58,主世界,zzyictrl,102,152,664,打开容器,minecraft:ender_chest,100,150,664,
2023-08-02 09:07:58,主世界,zzyictrl,102,152,665,方块接受玩家互动,minecraft:ender_chest,100,150,664,
2023-08-02 09:07:59,主世界,zzyictrl,102,152,665,容器 放入物品,minecraft:ender_chest,100,150,664,从第0号槽 放入1个 Lime Shulker Box
2023-08-02 09:08:00,主世界,zzyictrl,102,152,665,关闭容器,minecraft:ender_chest,100,150,664,
2023-08-02 09:08:00,主世界,zzyictrl,102,152,665,使用物品,钻石镐,,,,类型：minecraft:netherite_pickaxe
2023-08-02 09:08:01,主世界,zzyictrl,102,152,665,破坏方块,minecraft:ender_chest,100,150,664,
2023-08-02 09:08:02,主世界,zzyictrl,101,152,664,捡起物品,Ender Chest,100,151,664,1个
2023-08-02 09:08:18,主世界,zzyictrl,-150,66,743,打开容器,minecraft:chest,-151,63,746,
2023-08-02 09:08:18,主世界,zzyictrl,-150,66,743,方块接受玩家互动,minecraft:chest,-151,63,746,
2023-08-02 09:08:22,主世界,zzyictrl,-150,65,743,容器 取出物品,minecraft:chest,-151,63,746,从第15号槽 取出64个 Torch
2023-08-02 09:08:23,主世界,zzyictrl,-150,65,743,容器 取出物品,minecraft:chest,-151,63,746,从第13号槽 取出64个 Torch
2023-08-02 09:08:23,主世界,zzyictrl,-150,65,743,容器 取出物品,minecraft:chest,-151,63,746,从第12号槽 取出64个 Torch
2023-08-02 09:08:24,主世界,zzyictrl,-150,65,743,容器 取出物品,minecraft:chest,-151,63,746,从第11号槽 取出64个 Torch
