时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-15 09:03:35,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-15 09:03:43,主世界,zzyictrl,-2921,50,258,进入服务器,,,,,xuid=2535458195960794
2023-08-15 09:04:39,主世界,zzyictrl,-2928,42,270,放置方块,minecraft:water,-2931,40,269,
2023-08-15 09:04:39,主世界,zzyictrl,-2929,42,270,放置方块,minecraft:water,-2931,40,269,
2023-08-15 09:04:40,主世界,zzyictrl,-2929,42,270,放置方块,minecraft:water,-2931,40,269,
2023-08-15 09:04:40,主世界,zzyictrl,-2930,42,269,攻击,Guardian,-2931,40,268,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:40,主世界,zzyictrl,-2930,42,269,攻击,Guardian,-2934,41,266,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:40,主世界,zzyictrl,-2930,42,269,攻击,Guardian,-2935,42,266,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:41,主世界,zzyictrl,-2930,42,269,放置方块,minecraft:water,-2935,40,266,
2023-08-15 09:04:41,主世界,zzyictrl,-2931,42,269,放置方块,minecraft:water,-2935,40,266,
2023-08-15 09:04:42,主世界,zzyictrl,-2934,42,267,攻击,Guardian,-2935,40,266,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:43,主世界,zzyictrl,-2935,42,267,攻击,Guardian,-2937,41,265,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:43,主世界,zzyictrl,-2935,42,267,攻击,Guardian,-2938,42,262,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:43,主世界,zzyictrl,-2935,42,267,放置方块,minecraft:water,-2937,41,265,
2023-08-15 09:04:43,主世界,zzyictrl,-2935,42,267,放置方块,minecraft:water,-2937,41,265,
2023-08-15 09:04:44,主世界,zzyictrl,-2936,42,266,攻击,Guardian,-2937,40,264,使用物品：钻石剑 类型：minecraft:netherite_sword
2023-08-15 09:04:44,主世界,zzyictrl,-2936,42,265,攻击,Guardian,-2938,41,261,使用物品：钻石剑 类型：minecraft:netherite_sword
