时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-08 08:38:49,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-08 08:38:53,主世界,zzyictrl,63,139,674,进入服务器,,,,,xuid=2535458195960794
2023-08-08 08:39:10,主世界,zzyictrl,-100,74,702,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:39:17,主世界,zzyictrl,9,117,663,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:39:36,主世界,zzyictrl,60,81,453,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:39:50,主世界,zzyictrl,22,75,338,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:39:53,主世界,zzyictrl,23,75,338,破坏方块,minecraft:wooden_slab,23,73,338,
2023-08-08 08:39:53,主世界,zzyictrl,23,75,338,捡起物品,Oak Slab,23,74,338,1个
2023-08-08 08:40:00,主世界,zzyictrl,23,73,338,放置方块,minecraft:air,23,73,338,
2023-08-08 08:40:01,主世界,zzyictrl,24,73,338,方块接受玩家互动,minecraft:trapdoor,22,72,338,
2023-08-08 08:40:03,主世界,zzyictrl,22,73,339,方块接受玩家互动,minecraft:trapdoor,22,72,338,
2023-08-08 08:40:04,主世界,Wheat,31,92,275,破坏耕地,minecraft:farm_land,31,91,275,
2023-08-08 08:40:05,主世界,zzyictrl,22,73,339,方块接受玩家互动,minecraft:trapdoor,22,71,338,
2023-08-08 08:40:07,主世界,zzyictrl,22,73,338,使用物品,下界合金斧,,,,类型：minecraft:netherite_axe
2023-08-08 08:40:07,主世界,zzyictrl,22,73,338,破坏方块,minecraft:double_wooden_slab,21,72,338,
2023-08-08 08:40:07,主世界,zzyictrl,22,73,338,破坏方块,minecraft:double_wooden_slab,21,71,338,
2023-08-08 08:40:07,主世界,zzyictrl,22,73,338,捡起物品,Oak Slab,22,73,338,1个
2023-08-08 08:40:08,主世界,zzyictrl,22,73,338,捡起物品,Oak Slab,21,71,339,1个
2023-08-08 08:40:08,主世界,zzyictrl,22,73,338,捡起物品,Oak Slab,21,72,338,1个
2023-08-08 08:40:08,主世界,zzyictrl,22,73,338,捡起物品,Oak Slab,20,72,339,1个
2023-08-08 08:40:10,主世界,zzyictrl,20,74,338,放置方块,minecraft:air,21,71,338,
2023-08-08 08:40:10,主世界,zzyictrl,20,74,338,放置方块,minecraft:air,21,72,338,
2023-08-08 08:40:11,主世界,zzyictrl,20,74,338,放置方块,minecraft:air,21,72,338,
2023-08-08 08:40:11,主世界,zzyictrl,21,74,338,放置方块,minecraft:air,21,73,338,
2023-08-08 08:40:48,主世界,zzyictrl,-59,72,369,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:40:51,主世界,zzyictrl,-69,113,460,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:40:56,主世界,zzyictrl,-64,121,564,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-08-08 08:41:09,主世界,zzyictrl,-152,66,744,打开容器,minecraft:ender_chest,-152,64,746,
2023-08-08 08:41:09,主世界,zzyictrl,-152,66,744,方块接受玩家互动,minecraft:ender_chest,-152,64,746,
2023-08-08 08:41:12,主世界,zzyictrl,-152,65,744,容器 取出物品,minecraft:ender_chest,-152,64,746,从第8号槽 取出1个 弓
2023-08-08 08:41:13,主世界,zzyictrl,-152,65,744,容器 取出物品,minecraft:ender_chest,-152,64,746,从第6号槽 取出64个 Arrow
2023-08-08 08:41:17,主世界,zzyictrl,-152,65,744,容器 取出物品,minecraft:ender_chest,-152,64,746,从第5号槽 取出1个 Yellow Shulker Box
2023-08-08 08:41:18,主世界,zzyictrl,-152,65,744,关闭容器,minecraft:ender_chest,-152,64,746,
2023-08-08 08:41:21,主世界,zzyictrl,-153,65,737,放置方块,minecraft:air,-154,63,735,
2023-08-08 08:41:21,主世界,zzyictrl,-153,65,737,打开容器,minecraft:yellow_shulker_box,-154,63,735,
2023-08-08 08:41:21,主世界,zzyictrl,-153,65,737,方块接受玩家互动,minecraft:yellow_shulker_box,-154,63,735,
2023-08-08 08:41:23,主世界,zzyictrl,-153,65,737,容器 放入物品,minecraft:yellow_shulker_box,-154,63,735,从第26号槽 放入64个 Golden Apple
2023-08-08 08:41:23,主世界,zzyictrl,-153,65,737,容器 放入物品,minecraft:yellow_shulker_box,-154,63,735,从第24号槽 放入54个 Golden Apple
2023-08-08 08:41:24,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第26号槽 取出64个 Golden Apple
2023-08-08 08:41:24,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第16号槽 取出64个 Golden Apple
2023-08-08 08:41:25,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第17号槽 取出64个 Golden Apple
2023-08-08 08:41:25,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第8号槽 取出64个 Golden Apple
2023-08-08 08:41:25,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第7号槽 取出64个 Golden Apple
2023-08-08 08:41:26,主世界,zzyictrl,-153,65,737,容器 取出物品,minecraft:yellow_shulker_box,-154,63,735,从第6号槽 取出64个 Golden Apple
