时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-08-14 13:28:18,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-08-14 13:28:22,下界,zzyictrl,-246,37,-58,进入服务器,,,,,xuid=2535458195960794
2023-08-14 13:28:28,下界,zzyictrl,-254,32,-43,玩家死亡,,,,,
2023-08-14 13:28:30,下界,zzyictrl,-254,32,-43,切换维度,前往主世界,,,,
2023-08-14 13:28:30,主世界,zzyictrl,-143,65,733,重生,,,,,
2023-08-14 13:28:37,主世界,zzyictrl,-151,65,743,打开容器,minecraft:crafting_table,-152,63,746,
2023-08-14 13:28:38,主世界,zzyictrl,-151,65,742,打开容器,minecraft:chest,-151,63,743,
2023-08-14 13:28:38,主世界,zzyictrl,-151,65,742,方块接受玩家互动,minecraft:chest,-151,63,743,
2023-08-14 13:28:41,主世界,zzyictrl,-151,65,742,容器 取出物品,minecraft:chest,-151,63,743,从第9号槽 取出1个 Pufferfish
2023-08-14 13:28:43,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第9号槽 放入64个 Dirt
2023-08-14 13:28:43,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第14号槽 放入64个 Dirt
2023-08-14 13:28:43,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第19号槽 放入64个 Dirt
2023-08-14 13:28:44,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第23号槽 放入64个 Stone Bricks
2023-08-14 13:28:45,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第42号槽 放入1个 Dark Prismarine
2023-08-14 13:28:45,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第49号槽 放入4个 Prismarine
2023-08-14 13:28:46,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第50号槽 放入1个 Oak Planks
2023-08-14 13:28:46,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第51号槽 放入3个 Prismarine Bricks
2023-08-14 13:28:47,主世界,zzyictrl,-151,65,742,容器 取出物品,minecraft:chest,-151,63,743,从第5号槽 取出4个 Dripstone Block
2023-08-14 13:28:48,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第5号槽 放入5个 Dripstone Block
2023-08-14 13:28:50,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第52号槽 放入3个 Cobbled Deepslate
2023-08-14 13:28:51,主世界,zzyictrl,-151,65,742,容器 放入物品,minecraft:chest,-151,63,743,从第53号槽 放入11个 Scaffolding
2023-08-14 13:28:56,主世界,zzyictrl,-151,65,742,关闭容器,minecraft:chest,-151,63,743,
2023-08-14 13:28:58,主世界,zzyictrl,-153,65,741,打开容器,minecraft:chest,-153,63,743,
2023-08-14 13:28:58,主世界,zzyictrl,-153,65,741,方块接受玩家互动,minecraft:chest,-153,63,743,
2023-08-14 13:29:01,主世界,zzyictrl,-153,65,741,关闭容器,minecraft:chest,-153,63,743,
2023-08-14 13:29:01,主世界,zzyictrl,-154,65,741,打开容器,minecraft:undyed_shulker_box,-154,63,743,
2023-08-14 13:29:01,主世界,zzyictrl,-154,65,741,方块接受玩家互动,minecraft:undyed_shulker_box,-154,63,743,
2023-08-14 13:29:03,主世界,zzyictrl,-154,65,741,关闭容器,minecraft:undyed_shulker_box,-154,63,743,
2023-08-14 13:29:03,主世界,zzyictrl,-155,65,742,打开容器,minecraft:undyed_shulker_box,-155,63,743,
2023-08-14 13:29:03,主世界,zzyictrl,-155,65,742,方块接受玩家互动,minecraft:undyed_shulker_box,-155,63,743,
2023-08-14 13:29:04,主世界,zzyictrl,-155,65,742,关闭容器,minecraft:undyed_shulker_box,-155,63,743,
2023-08-14 13:29:05,主世界,zzyictrl,-157,65,742,打开容器,minecraft:undyed_shulker_box,-158,63,743,
2023-08-14 13:29:05,主世界,zzyictrl,-157,65,742,方块接受玩家互动,minecraft:undyed_shulker_box,-158,63,743,
2023-08-14 13:29:06,主世界,zzyictrl,-157,65,742,关闭容器,minecraft:undyed_shulker_box,-158,63,743,
2023-08-14 13:29:11,主世界,zzyictrl,-162,66,746,打开容器,minecraft:chest,-162,63,746,
2023-08-14 13:29:11,主世界,zzyictrl,-162,66,746,方块接受玩家互动,minecraft:chest,-162,63,746,
2023-08-14 13:29:13,主世界,zzyictrl,-162,66,746,关闭容器,minecraft:chest,-162,63,746,
2023-08-14 13:29:13,主世界,zzyictrl,-162,66,745,打开容器,minecraft:chest,-161,63,744,
2023-08-14 13:29:13,主世界,zzyictrl,-162,65,746,方块接受玩家互动,minecraft:chest,-161,63,744,
2023-08-14 13:29:15,主世界,zzyictrl,-162,65,745,关闭容器,minecraft:chest,-161,63,744,
2023-08-14 13:29:16,主世界,zzyictrl,-162,65,744,打开容器,minecraft:chest,-161,63,742,
2023-08-14 13:29:16,主世界,zzyictrl,-162,65,744,方块接受玩家互动,minecraft:chest,-161,63,742,
2023-08-14 13:29:18,主世界,zzyictrl,-161,65,743,关闭容器,minecraft:chest,-161,63,742,
2023-08-14 13:29:19,主世界,zzyictrl,-159,65,744,打开容器,minecraft:chest,-160,63,746,
2023-08-14 13:29:19,主世界,zzyictrl,-159,65,744,方块接受玩家互动,minecraft:chest,-160,63,746,
2023-08-14 13:29:20,主世界,zzyictrl,-159,65,744,关闭容器,minecraft:chest,-160,63,746,
