时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-15 08:22:41,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-15 08:22:45,主世界,DHYXH,-249,203,993,进入服务器,,,,,xuid=2535439591015631
2023-07-15 08:22:49,主世界,DHYXH,-243,205,996,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:22:52,主世界,DHYXH,-246,204,981,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:00,主世界,DHYXH,-209,78,821,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:07,主世界,DHYXH,-120,71,771,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:13,主世界,DHYXH,-99,84,638,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:18,主世界,DHYXH,-64,85,506,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:26,主世界,DHYXH,-158,82,395,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:31,主世界,DHYXH,-238,84,361,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:38,主世界,DHYXH,-133,90,274,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:43,主世界,DHYXH,-113,99,191,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:23:54,主世界,DHYXH,2,132,29,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:24:56,主世界,DHYXH,-14,73,-139,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:25:01,主世界,DHYXH,-70,86,-213,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:25:06,主世界,Bread,17,72,-86,破坏耕地,minecraft:farm_land,16,71,-86,
2023-07-15 08:25:06,主世界,DHYXH,30,94,-142,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-15 08:25:51,主世界,DHYXH,103,36,-112,玩家执行命令,tp -256 202 1000,,,,
2023-07-15 08:26:15,,DHYXH,,,,离开服务器,,,,,
2023-07-15 08:36:56,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-15 08:37:00,主世界,DHYXH,-249,195,1003,进入服务器,,,,,xuid=2535439591015631
