时间,维度,来源,X,Y,Z,事件,目标,x,y,z,附加信息
2023-07-31 08:33:34,,DHYXH,,,,开始进服,,,,,xuid=2535439591015631
2023-07-31 08:33:41,主世界,DHYXH,100,134,722,进入服务器,,,,,xuid=2535439591015631
2023-07-31 08:33:59,主世界,DHYXH,95,134,734,打开容器,minecraft:chest,94,132,736,
2023-07-31 08:33:59,主世界,DHYXH,95,134,734,方块接受玩家互动,minecraft:chest,94,132,736,
2023-07-31 08:34:00,主世界,DHYXH,95,134,734,关闭容器,minecraft:chest,94,132,736,
2023-07-31 08:34:16,主世界,DHYXH,194,86,830,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:34:28,主世界,DHYXH,491,104,979,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:34:35,主世界,DHYXH,607,123,1015,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:34:45,主世界,DHYXH,679,107,767,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:34:50,主世界,DHYXH,607,126,668,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:34:55,主世界,DHYXH,632,133,552,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:06,主世界,DHYXH,405,122,496,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:12,主世界,DHYXH,219,110,556,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:27,主世界,DHYXH,-134,78,432,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:28,主世界,DHYXH,-132,78,437,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:39,主世界,DHYXH,-158,65,734,捡起物品,Arrow,-159,63,735,18个
2023-07-31 08:35:43,主世界,DHYXH,-160,65,734,丢出物品,Arrow,,,,18
2023-07-31 08:35:50,主世界,DHYXH,-164,64,747,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:35:56,主世界,DHYXH,-178,64,773,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:36:11,主世界,DHYXH,-204,66,818,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:36:12,主世界,DHYXH,-204,66,827,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:36:17,主世界,DHYXH,-221,157,922,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 08:36:22,,DHYXH,,,,离开服务器,,,,,
2023-07-31 12:03:35,,zzyictrl,,,,开始进服,,,,,xuid=2535458195960794
2023-07-31 12:03:41,主世界,zzyictrl,-2324,65,1454,进入服务器,,,,,xuid=2535458195960794
2023-07-31 12:03:45,主世界,zzyictrl,-2326,67,1450,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:03:47,主世界,zzyictrl,-2299,101,1421,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:03:57,主世界,zzyictrl,-2149,91,1222,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:00,主世界,zzyictrl,-2101,106,1147,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:03,主世界,zzyictrl,-2058,117,1098,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:06,主世界,zzyictrl,-2052,115,1075,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:09,主世界,zzyictrl,-2127,113,1024,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:14,主世界,zzyictrl,-2211,97,923,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:17,主世界,zzyictrl,-2291,93,867,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,打开容器,minecraft:chest,-2419,65,874,
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第1号槽 放入5个 Iron Nugget
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第16号槽 放入1个 Golden Leggings
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第8号槽 放入1个 Flint
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第11号槽 放入1个 Flint
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第12号槽 放入1个 Flint and Steel
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第3号槽 放入1个 Obsidian
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第7号槽 放入1个 Iron Nugget
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第21号槽 放入1个 Golden Helmet
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第26号槽 放入1个 Golden Pickaxe
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第22号槽 放入6个 Iron Nugget
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第24号槽 放入1个 Flint
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,876,容器 放入物品,minecraft:chest,-2419,65,874,从第19号槽 放入1个 Golden Hoe
2023-07-31 12:04:30,主世界,zzyictrl,-2417,67,875,方块接受玩家互动,minecraft:chest,-2419,65,874,
2023-07-31 12:04:33,主世界,zzyictrl,-2417,67,875,容器 取出物品,minecraft:chest,-2419,65,874,从第3号槽 取出1个 Obsidian
2023-07-31 12:04:35,主世界,zzyictrl,-2417,67,875,关闭容器,minecraft:chest,-2419,65,874,
2023-07-31 12:04:38,主世界,zzyictrl,-2421,68,872,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:41,主世界,zzyictrl,-2484,81,869,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:43,主世界,zzyictrl,-2538,98,831,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:04:47,主世界,zzyictrl,-2642,112,827,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:05:12,主世界,zzyictrl,-2768,101,876,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:05:38,主世界,zzyictrl,-2814,101,825,放置方块,minecraft:packed_ice,-2818,100,823,
2023-07-31 12:05:54,主世界,zzyictrl,-2791,114,822,使用物品,Cooked Chicken,,,,类型：minecraft:cooked_chicken
2023-07-31 12:05:54,主世界,zzyictrl,-2791,114,822,进食,Cooked Chicken,,,,
2023-07-31 12:05:56,主世界,zzyictrl,-2791,114,822,使用物品,Cooked Chicken,,,,类型：minecraft:cooked_chicken
2023-07-31 12:05:56,主世界,zzyictrl,-2790,114,823,使用物品,Cooked Chicken,,,,类型：minecraft:cooked_chicken
2023-07-31 12:05:56,主世界,zzyictrl,-2790,114,823,使用物品,Cooked Chicken,,,,类型：minecraft:cooked_chicken
2023-07-31 12:06:00,主世界,zzyictrl,-2797,113,821,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
2023-07-31 12:06:06,主世界,zzyictrl,-2898,108,785,使用物品,Firework Rocket,,,,类型：minecraft:firework_rocket
